Index,ID,Last Job,Influence,Risk Score,Hiring Score,Work Experience,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Skill 8,Skill 9,Skill 10
175,175,Store Manager,7,55.8,0.91,16,Leadership,Team Management,Customer Service,Sales Management,Inventory Management,Training and Development,Time Management,,,
176,176,Benefit Advocate Supervisor,9,52.3,9.76,18,Leadership,Team Management,Coaching and Mentoring,Customer Service,Account Management,Communication,Problem-Solving,,,
177,177,Sales & Service Associate,8,4.0,70.82,25,Banking Operations,Financial Analysis,Accounting,Sales and Marketing,Project Management,Microsoft Office,Bank Reconciliation,Financial Reporting,,
178,178,Family Advocate,7,4.0,52.76,20,Customer Service,Communication,Problem-Solving,Leadership,Time Management,Confidentiality and Compliance,,,,
179,179,Program Manager,9,42.9,12.12,18.1,Program Management,Leadership,Health Promotion,Project Management,Communication,Training and Development,Data Analysis,Marketing,Coaching,Group Exercise Instruction
180,180,HR Executive,7,0.0,41.83,2.083,HR Management,Recruitment,Employee Engagement,Training and Development,Payroll Management,Compliance Management,Leadership,Communication,,
181,181,Staff Accountant,6,0.0,52.71,8,Financial Reconciliation,General Accounting,Payroll Management,Tax Preparation,Leadership,Financial Statement Preparation,Event Planning,Microsoft Excel,,
182,182,Information Technology (IT) Specialist,9,32.8,21.5,23,Network Communications,Local Area Networks,Visual Information Systems,IT Infrastructure,Systems Integration,Facility Design,System Design,Engineering Installation,IT Engineering,Command and Control
183,183,HR Director,8,26.4,46.11,20,Human Resource Management,Recruitment and Hiring,HRIS System Implementation and Management,Employee Relations and Performance Management,Policy Development and Compliance,Leadership and Management,Payroll Management,Project Management,Employee Benefits Administration,
184,184,Driver,7,52.7,8.59,11,Communication,Leadership,Time Management,Problem-Solving,Translation,Teaching,Research,Writing,Public Speaking,
185,185,Tutoring Consultant,7,24.4,29.53,27,Teaching,Curriculum Development,Lesson Planning,Classroom Management,Student Assessment,Communication,,,,
186,186,Director of HR,9,6.0,44.84,36,Human Resources Management,Leadership,Administration,Business Management,Strategic Planning,Team Management,Financial Management,,,
187,187,Senior Lending Officer - VP Executive Officer,9,16.7,33.76,38,Commercial Lending,Leadership,Business Development,Accounting,Auditing,Cash Management,Credit Analysis,,,
188,188,Finance Assistant,5,20.0,4.01,6,Financial Statement Preparation,Data Entry,Customer Service,,,,,,,
189,189,Global Finance Accountant,9,17.8,33.47,13,Financial Analysis,Accounts Payable,Financial Operations,Tax Calculations,Oracle R11/R12,Cash Flow Management,Leadership,Financial Planning,,
190,190,Regional HR Deputy Manager,9,9.4,43.07,7,Human Resources,Recruitment,Employee Engagement,Performance Management,Employee Retention,Leadership,,,,
191,191,Finance Manager,8,38.9,28.69,33,Financial Reporting,General Accounting,Payroll Management,Budgeting,Leadership,Financial Analysis,Auditing,Accounting System Setup,Bookkeeping,Microsoft Excel
192,192,Human Resources professional,7,100.0,0.0,6,Human Resources Management,Employee Relations,Recruitment,Training and Development,Leadership,Communication,Time Management,Microsoft Office,HR Software,Conflict Resolution
193,193,HR Clerk,6,8.3,57.44,12,Accounts Payable,Accounts Receivable,Data Entry,Customer Service,Microsoft Excel,Accounting Software,Time Management,,,
194,194,Accountant,7,15.4,46.09,28,General Accounting,Financial Reconciliation,Payroll Management,Taxation,Financial Statement Analysis,Leadership,,,,
195,195,Information Technology Specialist,8,20.5,45.72,22,IT Systems Administration,Network Administration,Computer Hardware Maintenance,Cloud Backup Solutions,Data Recovery,Training and End-User Support,,,,
196,196,Postal Support Employee,8,0.0,4.01,24,Data Analysis,Customer Service,Inventory Management,Regulatory Compliance,Quality Control,Leadership,Safety Management,Aviation Maintenance,Project Management,
197,197,Vice President-Business Banking Sales Manager and Healthcare Specialty Banker,10,58.3,7.96,23,Leadership,Sales Management,Business Development,Change Management,Strategic Planning,Real Estate,Commercial Lending,Deposit Services,,
198,198,Finance Business Partner,8,0.0,41.83,12.75,Financial Analysis,Budgeting,Data Analysis,Leadership,Financial Modeling,Strategic Planning,Communication,,,
199,199,Operations Research Analyst,8,0.0,76.84,24.5,Project Management,Information Technology,Data Collection,Test Management,Procedure Development,Relationship Building,Scheduling,Budgeting,Information Design,
200,200,Aviation Supply Specialist,7,29.5,29.8,11,Leadership,Supply Chain Management,Aviation Management,Military Operations,Survival Training,Team Management,,,,
201,201,Aviation Safety Assistant,7,43.3,24.13,17,Administrative Assistance,Investigation Support,Record Keeping,Time Management,Communication,,,,,
202,202,Software Quality Assurance Analyst II,7,53.0,3.59,25,Software Quality Assurance,Test Planning and Execution,Troubleshooting,Customer Service,Banking Operations,,,,,
203,203,Director of Finance,9,21.7,37.25,24,Leadership,Accounting,Payroll Management,Financial Management,Microsoft Office,QuickBooks,Project Management,Communication,Time Management,
204,204,HR Manager,8,32.7,33.71,26,Leadership,Team Management,Communication,Problem-Solving,Customer Service,Time Management,Training and Development,Project Management,Data Analysis,Microsoft Office
205,205,Accountant,7,4.0,70.82,27,General Accounting,Financial Reconciliation,Payroll Management,Budgeting,Leadership,Financial Reporting,Accounts Payable,Accounts Receivable,Cost Analysis,Sage Software
206,206,Financial Analyst,9,29.7,35.73,9,Financial Analysis,Mergers and Acquisitions,Investment Banking,Financial Modeling,Data Analysis,Valuation,Database Management,Market Research,Leadership,
207,207,"Government Relations, Communications and Organizational Development Director",10,42.8,15.33,29,Project Management,Leadership,Communication,Budgeting,Program Development,Strategic Planning,Team Management,Negotiation,Public Relations,Aviation Management
208,208,Personal Trainer,8,39.2,22.15,16,Personal Training,Fitness Management,Leadership,Communication,Time Management,Customer Service,Nutrition,Risk Management,,
209,209,VP of Finance,9,19.5,37.2,14,Financial Planning,Accounting,Leadership,Budgeting,Financial Analysis,Risk Management,Project Management,Strategic Planning,Team Management,Communication
210,210,Manager,7,46.0,13.66,4,ASP .NET,C#,PL/SQL,SQL,Data Analysis,Web Development,Project Management,Technical Support,HTML,AJAX
211,211,VzW Customer Tech Advocate,9,0.0,4.01,NaN,Wireless Networking,Project Management,Team Leadership,Communication,UNIX,CDMA,3G,WiMax,LTE,Electrical Engineering
212,212,Program Administrator,9,28.0,22.95,18,Program Management,Leadership,Communication,Analytical Skills,Time Management,Data Entry,Budgeting,Project Management,Team Collaboration,Problem-Solving
213,213,Assistant Director,8,25.0,26.35,12,Leadership,Teaching,Video Production,Dance Instruction,Administration,Project Management,Communication,Organization,,
214,214,Accountant,9,22.8,24.22,23,Financial Reporting,General Accounting,Financial Analysis,Asset Management,Budgeting,Auditing,ERP System Management,,,
215,215,Senior Accountant,8,20.0,30.63,22,Financial Reconciliation,General Accounting,Financial Analysis,Auditing,Financial Forecasting,Microsoft Excel,,,,
216,216,Management Consultant/Sales Executive,9,16.7,36.41,25,Business Development,Sales,Leadership,Operations Management,Financial Analysis,Entrepreneurship,Strategic Planning,Account Management,Project Management,Budgeting
217,217,Accountant,8,27.9,37.83,25,Accounting,Financial Management,Financial Reporting,Internal Controls,Database Management,Leadership,Process Improvement,Variance Analysis,Financial Forecasting,
218,218,Director of Theater,8,8.0,76.18,27,Theater Direction,Teaching,Playwrighting,Acting,Leadership,Curriculum Development,Shakespearean Theater,Physical Theater,Improvisation,Design for Theater
219,219,HR Generalist,8,25.0,36.64,19,HR Management,Payroll Management,Employee Relations,Recruitment,Training and Development,Leadership,Communication,Time Management,Organizational Skills,
220,220,Director of Information Technology and Analytics,9,28.0,19.27,26,IT Strategy,IT Management,Network Administration,System Administration,Disaster Recovery,Security Risk Management,Project Management,Leadership,Windows NT,Windows 2000
221,221,Project Coordinator,8,25.0,38.42,4.5,Project Management,Payroll Management,Budgeting,Data Analysis,Leadership,Healthcare Administration,Dentistry,Record Management,Communication,Research
222,222,Healthcare Consultant,10,28.2,33.2,44,Healthcare Consulting,Strategic Planning,Leadership,Business Development,Program Development,Grant Writing,Public Health,Business Administration,,
223,223,Group Exercise Fitness Instructor,9,12.5,43.83,22,Leadership,Project Management,Data Entry,Communication,Time Management,Team Management,Budgeting,Community Service,,
224,224,Language Arts Teacher,7,25.0,32.2,36,Teaching,Language Arts,Curriculum Development,Classroom Management,Leadership,Communication,Assessment and Evaluation,Diversity and Inclusion,,
225,225,HR Business Partner,8,12.5,34.24,10,Human Resources,Recruitment,Performance Management,Talent Management,Diversity and Inclusion,Leadership,Consulting,Marketing,Project Management,
226,226,Programme Finance Associate,9,0.0,64.4,16,Financial Management,Project Management,Office Management,Language Skills,,,,,,
227,227,Senior Technical Support Technician,7,5.0,67.5,19,Desktop Support,Hardware Installation,Software Installation,Troubleshooting,IT Support,Computer Systems,Network Administration,Information Security,,
228,228,Project Accountant,6,8.0,54.51,18,General Accounting,Accounts Payable,Accounts Receivable,Payroll Management,Financial Reporting,General Ledger Management,Office Administration,,,
229,229,HR Specialist,7,0.0,64.4,12,Human Resource Management,Recruitment and Staffing,Leadership Development,Project Management,HR Policy Advisement,Communication,Marketing and Branding,,,
230,230,Advocate,7,49.2,14.76,20,Customer Service,Problem Resolution,Data Entry,Account Management,,,,,,
231,231,Sous Chef/Line Cook,5,0.0,4.01,11,Food Preparation,Kitchen Management,Customer Service,Teamwork and Collaboration,Inventory Management,Time Management,,,,
232,232,Library Educational Aide,7,15.5,33.45,20,Leadership,Communication,Problem-Solving,Time Management,Customer Service,Microsoft Excel,,,,
233,233,Project Coordinator,9,28.4,38.38,35,Project Management,Leadership,Communication,Budgeting,Risk Management,Event Management,Customer Service,Time Management,Team Management,Microsoft Project
234,234,Unmanned Aviation Technician Supervisor,8,18.8,55.21,16,Leadership,Project Management,Team Management,Communication,Training and Development,,,,,
235,235,HR MANAGER/GENERALIST,8.33,6.2,44.6,38,Payroll Management,Benefits Administration,Recruitment and Hiring,Employee Relations,Compliance and Risk Management,Safety and Workers Compensation,Leadership and Management,Communication and Interpersonal Skills,HRIS and Payroll Systems,
236,236,English Language Arts Teacher,8,33.7,13.44,24,Teaching,Instructional Design,Data Analysis,Leadership,Behavioral Intervention,Project Management,,,,
237,237,Student Teacher,7,89.2,0.47,20,Lesson Planning,Art Education,Teaching,Curriculum Development,Art Production,Event Planning,,,,
238,238,HR Generalist,7,22.2,45.26,17,Human Resources,Payroll Management,Employee Relations,Talent Acquisition and Retention,Benefits Management,Communication,Problem-Solving,Time Management,,
239,239,AVID Tutor,7,25.0,32.2,12,Teaching,Mentoring,Leadership,Communication,Organization,Time Management,Counseling,Office Administration,,
240,240,HR Services Representative,6,33.2,27.78,12,Recruitment,Employee Relations,Human Resource Management,,,,,,,
241,241,Full Time Student/Intern,6,48.1,12.16,4,Training and Development,Leadership,Communication,Data Analysis,Mentoring,Project Planning,,,,
242,242,Global HR Manager,9,11.6,63.94,21,Leadership,Human Resources Management,Project Management,Global Talent Management,Organizational Development,Recruitment and Staffing,Training and Development,Data Analysis,Communication,
243,243,Field Project Supervisor,9,27.6,3.81,37,Project Management,Leadership,Logistics Management,Data Analysis,Microsoft Excel,Communication,Problem-Solving,Time Management,Customer Service,
244,244,Training Manager,10,40.3,20.3,20,Training and Development,Leadership and Management,Project Management,Communication and Presentation,Problem-Solving and Analysis,Time Management and Organization,Coaching and Mentoring,Teamwork and Collaboration,Adaptability and Flexibility,Theology
245,245,Employee Relations Consultant,9,25.0,39.51,28,Employee Relations,Risk Management,Labor Law Compliance,Diversity and Inclusion,Leadership,Recruitment,Training and Development,,,
246,246,Accountant II,6,52.5,13.67,8,General Accounting,Financial Reconciliation,Financial Reporting,Payroll Management,Budgeting,Cash Flow Management,,,,
247,247,Account Executive,7,20.0,10.93,12,Marketing Strategy,Digital Marketing,Event Planning,Networking,Google Analytics,Sales,Account Management,,,
